label,feature
date,決済日
date,年月日
date,認定年月日
date,受付日
date,締め切り
date,更新日
date,開催日
date,記入日
date,提出日
date,工事日
date,申し込み日
date,期限
date,納期
date,誕生日
date,生年月日
date,請求年月
date,請求日
date,引き落とし日
date,希望日
date,希望日時
date,停止日
date,ご報告内容発生予定日
date,報告日
date,日付
date,予約日
date,調剤日
date,製造年月
date,発行日
date,有効期限
date,賞味期限
date,費用発生日
date,実施期日
date,起案日
date,選任年月日
date,書類作成日
date,掲載時期
date,雇用期間
date,お届け日
date,令和
date,平成
date,昭和
date,大正
date,明治
num,匹
num,章
num,日
num,年
num,時間
num,分
num,秒
num,月
num,通
num,円
num,杯
num,錠
num,年齢
num,齢
num,経験年数
num,歳
num,才
num,個
num,頭
num,名
num,人
num,枚
num,回
num,冊
num,点
num,行
num,章
num,満
num,期間
num,日数
num,日間
num,午前
num,午後
num,深夜
num,点目
num,数量
num,No.
num,枚数
num,秒数
num,距離
num,片道通勤距離
num,切り捨て
num,切り上げ
num,長さ
num,幅
num,高さ
num,mm
num,ミリメートル
num,cm
num,センチメートル
num,m
num,メートル
num,km
num,キロメートル
num,重量
num,重さ
num,mg
num,ミリグラム
num,g
num,グラム
num,kg
num,キログラム
num,キロ
num,排気量
num,CC
num,時速
num,分速
num,秒速
num,第
num,階
num,桁
num,台
num,隻
num,艇
num,巻
num,件
num,内線
num,部屋番号
num,号
num,合
num,小計
num,合計
num,面積
num,㎡
num,平方メートル
num,㎢
num,平方キロメートル
num,%
num,$
num,￥
num,千円
num,万円
num,億円
num,入院費
num,治療費
num,養育費
num,代金
num,工事費
num,施工費
num,額
num,金額
num,総額
num,月額
num,年額
num,時給
num,年俸
num,賃金
num,残業
num,勤務時間
num,精算支払額
num,支給額
num,税抜
num,税込
num,消費税含む
num,税率
num,発注金額
num,消費税
num,源泉所得税
num,預入額
num,引出額
num,収入
num,支出
num,残高
num,価格
num,単価
num,費用
num,料金
num,賞金
num,車線数
num,引き落とし額
num,損害保険料
num,更新料
num,受験料
num,学費
num,会費
num,材料費
num,基本給
num,月給
num,年給
num,週休
num,年休
num,購入枚数
num,補填金
num,賠償金
num,半径
num,直径
num,乗降客数
num,合格者数
num,登録番号
num,クレジットカード番号
num,店番号
num,口座番号
num,都道府県コード
num,稟議番号
num,マイナンバー
num,送料込
num,手数料込
num,英数字
num,アラビア数字
num,小数点以下切り捨て
char,明細表
char,誓約書
char,許可書
char,許可証
char,駅名
char,路線図
char,運行ダイヤ
char,時刻表
char,休暇届
char,フォーム
char,免許証
char,契約書
char,履歴書
char,遺言書
char,申込書
char,申請書
char,カルテ
char,調剤明細書
char,健康保険被保険者証
char,施工計画書
char,始末書
char,ふりがな
char,ふりがな小書
char,団体名
char,宛先
char,宛名
char,現住所
char,住所
char,市町村
char,市区町村
char,丁目以下
char,番地
char,建物名
char,マンション名
char,部屋番号
char,届け先
char,役職
char,所属
char,部署
char,連絡先
char,フリガナ
char,電話
char,電話番号
char,携帯番号
char,携帯電話番号
char,TEL
char,FAX
char,URL
char,学歴
char,職歴
char,性別
char,学籍番号
char,会員番号
char,ユーザー名
char,ユーザ名
char,会員規約
char,利用規約
char,社員ID
char,教室
char,氏名
char,被保険者氏名
char,保険者名称
char,保険者所在地
char,事業所名称
char,おなまえ
char,名前
char,お名前
char,苗字
char,姓
char,セイ
char,名
char,メイ
char,さん
char,様
char,御中
char,契約者名
char,スタッフ名
char,担当
char,担当者名
char,シリアル番号
char,文字列
char,パスワード
char,メール
char,アドレス
char,メールアドレス
char,確認用メールアドレス
char,確認のためもう一度入力してください
char,E-mail
char,Eメール
char,納品場所
char,場所
char,内容
char,病状
char,病名
char,病歴
char,項目名
char,患者番号
char,薬剤料
char,甲
char,乙
char,丙
char,訪問先
char,旅行先
char,特技
char,詳細
char,条件
char,所属
char,所在
char,所在地
char,自由記述
char,テキストエリア
char,自己紹介
char,趣味
char,志望動機
char,職種
char,資格
char,希望職種
char,自己PR
char,時間
char,略称
char,医療法人
char,医療機関
char,医療センター
char,医師
char,処方医
char,外用
char,用法
char,用量
char,薬剤名
char,成分
char,薬価基準収載薬品コード
char,個別医薬品コード
char,YJコード
char,ATCコード
char,写し
char,発行元
char,タイトル
char,分野
char,メニュー
char,対応表
char,幹線道路名
char,会社名
char,メーカー
char,卸名
char,効能効果
char,相互作用
char,副作用
char,勤務先
char,続柄
char,世帯主
char,事由
char,理由
char,原因
char,用途
char,口座
char,引き落とし口座
char,支払い口座
char,証券番号
char,契約プラン
char,結果
char,件名
char,目的
char,背景
char,結論
char,発注先
char,相手科目
char,補助科目
char,勘定科目
char,品名
char,品目
char,品番
char,摘要
char,内訳
char,税率別内訳
char,単位
char,備考
char,特記欄
char,コメント
char,具体例
char,所見
char,同行者
char,発案者
char,立候補者
char,推薦人
char,弁護人
char,被告人
char,輸送先
char,搬送先
char,型番
char,宿泊先
char,ホテル名
char,建物名
char,部門
char,概要
char,商品名
char,商品コード
char,名称
char,計画
char,スケジュール
char,事業所
char,時間割
char,教科
char,稟議書
char,保険
char,担当商材
char,大学
char,高校
char,小学
char,保育園
char,幼稚園
char,学部
char,学科
char,研究室
char,配属先
char,その他
char,補足
char,事項
char,注意
char,掲載雑誌
char,主旨
char,カテゴリ
char,アンケート
char,質問
char,要望
char,解答
char,要素
